2.6660404,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.6699018,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.6737633,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.6776242,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.6814857,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.685347,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.689208,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.6930695,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.696931,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7007923,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7046537,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7085152,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7127686,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7178385,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7217,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7257552,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7308598,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7366333,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7415485,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7461154,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.750075,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.753936,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7577975,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.761659,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7655203,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7693818,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7732432,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7771046,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7809656,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7848265,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.788688,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.7927563,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.79748,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8020856,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8061068,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8099682,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8138292,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8176906,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.821552,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.825413,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.829288,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.833149,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.83701,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8408709,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8447325,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8485935,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.852455,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8563159,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8601768,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8640378,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8678992,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.8717606,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
2.875622,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0
