10.652489,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.12,17.01,-0.009491506,1.5707964,0,0,0.01,8.32,-0.00059999997,0,0,4078.89,6050.154,48.24397,1.5531555,-0.04764928,-0.04947088,-7.468899,10.374852,-18.109138,-0.25260094,-0.047875788,0.043518446
10.65635,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.12568164,17.728727,-0.009491506,1.5707964,0,0,-0.20590214,92.3173,-0.00065681635,0,0,4078.887,6050.198,48.187386,1.5531555,0.040746365,0.039212383,-7.706922,12.128939,-23.42854,-0.3744504,-0.04528318,0.010420149
10.660485,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13494812,18.900936,-0.009491506,1.5707964,0,0,-0.55802864,229.31305,-0.0007494812,0,0,4078.8823,6050.2446,48.117886,1.5528679,0.14026336,0.13882527,-8.17488,14.051735,-28.302711,-0.46961722,-0.03383907,-0.031788696
10.664501,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13756338,20.16621,-0.009491506,1.5707964,0,0,-0.5233942,304.97952,-0.0007756338,0,0,4078.8896,6050.275,48.09949,1.5529639,0.17736652,0.17679128,-7.4309845,12.74135,-24.07898,-0.3808095,-0.04740973,-0.08905889
10.668654,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13274476,21.404594,-0.009491506,1.5707964,0,0,-0.07526302,306.9166,-0.0007274476,0,0,4078.909,6050.2847,48.138042,1.5534432,0.1448653,0.1452488,-5.455353,8.076931,-10.4712105,-0.10258266,-0.08658507,-0.15680863
10.672516,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,22.692102,-0.009491506,1.5707964,0,0,0.12850618,308.92,-0.0007,0,0,4078.9243,6050.297,48.16224,1.5538267,0.12779978,0.12923788,-4.6703067,5.6774693,-4.6790032,0.0191379,-0.10039233,-0.17124268
10.676377,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,23.896746,-0.009491506,1.5707964,0,0,0.021941602,310.78256,-0.0007,0,0,4078.9336,6050.3105,48.16687,1.5540184,0.13268934,0.13470268,-5.37456,6.210292,-8.73309,-0.05693996,-0.082786,-0.12124999
10.681228,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,25.105906,-0.009491506,1.5707964,0,0,-0.04247326,312.64514,-0.0007,0,0,4078.9385,6050.3257,48.174515,1.5541143,0.13288109,0.13508618,-6.2203155,6.7672,-11.1147375,-0.10155605,-0.05967011,-0.078437805
10.685522,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,26.63682,-0.009491506,1.5707964,0,0,-0.013368458,314.98517,-0.0007,0,0,4078.9326,6050.349,48.19198,1.5538267,0.12089686,0.12348545,-7.6522713,7.529746,-9.740991,-0.07547814,-0.016245738,-0.043395624
10.68948,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,28.001934,-0.009491506,1.5707964,0,0,0,317.0566,-0.0007,0,0,4078.93,6050.3647,48.20496,1.553539,0.11284346,0.11552793,-8.272812,7.2899613,-9.308332,-0.06654936,-0.00066331006,-0.009474888
10.693355,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,29.270039,-0.009491506,1.5707964,0,0,0,318.96588,-0.0007,0,0,4078.93,6050.3745,48.214455,1.5534432,0.10766628,0.10996725,-8.2015705,6.159591,-9.688289,-0.07239119,-0.009022349,0.024673685
10.698278,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,30.517155,-0.009491506,1.5707964,0,0,0.020661859,320.83508,-0.0006812165,0,0,4078.932,6050.384,48.22563,1.5533473,0.10268084,0.10498181,-7.9947047,5.5037565,-9.82923,-0.07452272,-0.020192474,0.026323646
10.702263,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,32.11251,-0.009491506,1.5707964,0,0,0.08565786,323.21042,-0.0006221292,0,0,4078.9377,6050.3955,48.243362,1.5534432,0.096353166,0.099325255,-7.4747367,5.515574,-9.575155,-0.070504785,-0.039986707,-0.031168263
10.706124,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,33.4189,-0.009491506,1.5707964,0,0,0.13825326,325.82858,-0.0005743152,0,0,4078.9373,6050.4077,48.25514,1.5533473,0.09098423,0.09414807,-7.5702376,5.6535606,-9.549349,-0.07028424,-0.039977096,-0.037083656
10.709986,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,34.697674,-0.009491506,1.5707964,0,0,0.18921897,328.94675,-0.0005279827,0,0,4078.9326,6050.4214,48.264404,1.5532514,0.0856153,0.08877914,-8.093795,5.89449,-9.674446,-0.072600864,-0.026587013,-0.00891351
10.713895,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,35.98572,-0.009491506,1.5707964,0,0,0.24018848,332.06516,-0.0004816468,0,0,4078.928,6050.4316,48.27367,1.5530597,0.08015049,0.0834102,-8.4412,5.6215477,-9.724305,-0.07368799,-0.018812004,0.01221111
10.718684,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,37.303944,-0.009491506,1.5707964,0,0,0.29179138,335.22232,-0.00043473506,0,0,4078.9233,6050.4365,48.28305,1.5529639,0.074493945,0.0775619,-8.52095,4.55196,-9.658628,-0.07289049,-0.019609503,0.022719342
10.723107,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,38.932457,-0.009491506,1.5707964,0,0,0.35500705,339.08997,-0.0003772663,0,0,4078.92,6050.447,48.294544,1.5528679,0.0680704,0.071042486,-8.40495,4.282875,-9.614547,-0.072345465,-0.02665637,0.022179466
10.727276,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,40.455658,-0.009491506,1.5707964,0,0,0.4133876,342.66177,-0.00032419307,0,0,4078.92,6050.4624,48.30516,1.5529639,0.06279734,0.0658653,-7.9962864,5.503559,-9.625161,-0.072451614,-0.041729167,0.0027546678
10.731386,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,41.906693,-0.009491506,1.5707964,0,0,0.46840832,346.02805,-0.00027417424,0,0,4078.9148,6050.4775,48.315163,1.5528679,0.05733253,0.060496368,-8.127657,6.132312,-9.666156,-0.07268078,-0.03901865,-0.00010842923
10.735576,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.13,43.351875,-0.009491506,1.5707964,0,0,0.52266437,349.34753,-0.00022485058,0,0,4078.9048,6050.4927,48.325027,1.5525804,0.051580105,0.05474394,-8.734338,6.270418,-9.7352085,-0.07302604,-0.02071957,0.011334662
10.739437,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.1325428,44.837753,-0.009491506,1.5707964,0,0,0.5779708,352.7313,-0.000174572,0,0,4078.9,6050.5024,48.337627,1.5525804,0.046307046,0.04947088,-8.6306095,5.81364,-9.68863,-0.07279315,-0.02446828,0.0059625357
10.743299,2000,0,91.24,0,0,0,0,0,0,0,0,0,0,0.1371764,46.218563,-0.009491506,1.5707964,0,0,0.62894034,355.8497,-0.00012823603,0,0,4078.9,6050.507,48.35153,1.5526762,0.041800976,0.045540053,-7.8846,4.854486,-9.540355,-0.07205177,-0.048099622,-0.014332615
