time,ball_loc_x,ball_loc_y,ball_loc_z,ball_rot_x,ball_rot_y,ball_rot_z,ball_rot_w,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_x,ball_ang_y,ball_ang_z,player0_throttle,player0_steer,player0_pitch,player0_yaw,player0_roll,player0_jump,player0_boost,player0_handbrake,player0_loc_x,player0_loc_y,player0_loc_z,player0_rot_x,player0_rot_y,player0_rot_z,player0_rot_w,player0_vel_x,player0_vel_y,player0_vel_z,player0_ang_x,player0_ang_y,player0_ang_z
12.45,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,1,0,0,false,false,false,0,0,1000,-0.000002697398,0.8181923,-0.000002697398,0.5749445,0,0,0,0,-5.50001,0
12.458333,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.8051301,-0.000002697398,0.59309804,0,0,0,0,-5.3681097,0
12.466666,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973983,0.79198986,-0.0000026973983,0.6105342,0,0,0,0,-5.23941,0
12.475,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973983,0.77880275,-0.0000026973983,0.62726885,0,0,0,0,-5.11381,0
12.483334,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.7655896,-0.000002697398,0.64332914,0,0,0,0,-4.99121,0
12.491667,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.75237334,-0.000002697398,0.6587368,0,0,0,0,-4.87151,0
12.5,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.7391752,-0.000002697398,0.6735131,0,0,0,0,-4.7547097,0
12.508333,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973983,0.7260139,-0.0000026973983,0.68768,0,0,0,0,-4.64071,0
12.516666,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.7129067,-0.000002697398,0.7012588,0,0,0,0,-4.52941,0
12.525,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973983,0.69986695,-0.0000026973983,0.7142732,0,0,0,0,-4.4208097,0
12.533334,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.6869139,-0.000002697398,0.7267387,0,0,0,0,-4.31481,0
12.541667,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.6740581,-0.000002697398,0.7386782,0,0,0,0,-4.21131,0
12.55,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.66131014,-0.000002697398,0.7501125,0,0,0,0,-4.11031,0
12.558333,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.6486808,-0.000002697398,0.7610605,0,0,0,0,-4.0117097,0
12.566667,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.63618106,-0.000002697398,0.7715397,0,0,0,0,-3.91551,0
12.575,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973983,0.6238162,-0.0000026973983,0.78157103,0,0,0,0,-3.82161,0
12.583333,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.6115969,-0.000002697398,0.7911694,0,0,0,0,-3.73001,0
12.591666,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973978,0.5995232,-0.0000026973978,0.8003572,0,0,0,0,-3.64061,0
12.6,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.58760613,-0.000002697398,0.809147,0,0,0,0,-3.55331,0
12.608334,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.5758508,-0.000002697398,0.8175547,0,0,0,0,-3.4681098,0
12.616667,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.5642628,-0.000002697398,0.82559514,0,0,0,0,-3.3849099,0
12.625,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.5528419,-0.000002697398,0.83328605,0,0,0,0,-3.30371,0
12.633333,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.54159915,-0.000002697398,0.8406368,0,0,0,0,-3.22451,0
12.641666,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.53052896,-0.000002697398,0.84766674,0,0,0,0,-3.14721,0
12.65,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973978,0.5196368,-0.0000026973978,0.85438704,0,0,0,0,-3.0717099,0
12.658334,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.5089227,-0.000002697398,0.8608121,0,0,0,0,-2.99801,0
12.666667,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.4983921,-0.000002697398,0.86695164,0,0,0,0,-2.92611,0
12.675,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.4880394,-0.000002697398,0.8728215,0,0,0,0,-2.8559098,0
12.683333,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973983,0.47787023,-0.0000026973983,0.8784304,0,0,0,0,-2.78741,0
12.691667,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.46788436,-0.000002697398,0.8837896,0,0,0,0,-2.72061,0
12.7,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973983,0.45807663,-0.0000026973983,0.8889127,0,0,0,0,-2.65541,0
12.708333,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.4484522,-0.000002697398,0.89380676,0,0,0,0,-2.5917099,0
12.716666,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.4390059,-0.000002697398,0.8984841,0,0,0,0,-2.52951,0
12.725,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973983,0.4297376,-0.0000026973983,0.9029538,0,0,0,0,-2.4688098,0
12.733334,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973983,0.42065278,-0.0000026973983,0.9072217,0,0,0,0,-2.40961,0
12.741667,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973978,0.4117405,-0.0000026973978,0.91130096,0,0,0,0,-2.35181,0
12.75,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.000002697398,0.4030063,-0.000002697398,0.91519713,0,0,0,0,-2.29541,0
12.758333,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,0,1000,-0.0000026973978,0.3944447,-0.0000026973978,0.9189195,0,0,0,0,-2.24031,0
