time,ball_loc_x,ball_loc_y,ball_loc_z,ball_rot_x,ball_rot_y,ball_rot_z,ball_rot_w,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_x,ball_ang_y,ball_ang_z,player0_throttle,player0_steer,player0_pitch,player0_yaw,player0_roll,player0_jump,player0_boost,player0_handbrake,player0_loc_x,player0_loc_y,player0_loc_z,player0_rot_x,player0_rot_y,player0_rot_z,player0_rot_w,player0_vel_x,player0_vel_y,player0_vel_z,player0_ang_x,player0_ang_y,player0_ang_z
41.475,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,1,false,false,false,0,0,1000,0.60823596,-0.000002697398,-0.000002697398,0.7937562,0,0,0,-5.50001,0,0
41.483334,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5917008,-0.000002697398,-0.000002697398,0.8061575,0,0,0,-4.96071,0,0
41.491665,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5766762,-0.000002697398,-0.000002697398,0.8169727,0,0,0,-4.4429097,0,0
41.5,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5631676,-0.000002697398,-0.000002697398,0.82634264,0,0,0,-3.9458098,0,0
41.508335,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.55116415,-0.000002697398,-0.000002697398,0.8343967,0,0,0,-3.4686098,0,0
41.516666,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.54065496,-0.000002697398,-0.000002697398,0.84124434,0,0,0,-3.0104098,0,0
41.533333,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.524012,-0.000002697398,-0.000002697398,0.85171074,0,0,0,-2.14821,0,0
41.541668,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5178133,-0.000002697398,-0.000002697398,0.85549355,0,0,0,-1.74281,0,0
41.55,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5129795,-0.0000026973978,-0.0000026973978,0.85840064,0,0,0,-1.35361,0,0
41.558334,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5094676,-0.000002697398,-0.000002697398,0.8604897,0,0,0,-0.97991,0,0
41.566666,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5072395,-0.000002697398,-0.000002697398,0.861805,0,0,0,-0.62111,0,0
41.575,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.50624686,-0.000002697398,-0.000002697398,0.86238855,0,0,0,-0.27671,0,0
41.583332,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5064411,-0.000002697398,-0.000002697398,0.86227447,0,0,0,0.05391,0,0
41.591667,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.50777364,-0.000002697398,-0.000002697398,0.8614904,0,0,0,0.37131,0,0
41.6,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5101959,-0.0000026973983,-0.0000026973983,0.8600582,0,0,0,0.67601,0,0
41.608334,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5136647,-0.000002697398,-0.000002697398,0.8579909,0,0,0,0.96851,0,0
41.616665,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.51812625,-0.000002697398,-0.000002697398,0.85530406,0,0,0,1.24931,0,0
41.625,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5235265,-0.000002697398,-0.000002697398,0.8520093,0,0,0,1.5189099,0,0
41.633335,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.52982223,-0.000002697398,-0.000002697398,0.84810865,0,0,0,1.77781,0,0
41.641666,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.53696495,-0.000002697398,-0.000002697398,0.84360445,0,0,0,2.02631,0,0
41.65,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5449008,-0.000002697398,-0.000002697398,0.83850044,0,0,0,2.26491,0,0
41.666668,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.562968,-0.0000026973983,-0.0000026973983,0.82647866,0,0,0,2.7139099,0,0
41.675,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.572997,-0.000002697398,-0.000002697398,0.81955737,0,0,0,2.92501,0,0
41.683334,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.58363014,-0.0000026973983,-0.0000026973983,0.8120196,0,0,0,3.1277099,0,0
41.691666,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.5948136,-0.000002697398,-0.000002697398,0.8038636,0,0,0,3.32231,0,0
41.7,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.60650414,-0.000002697398,-0.000002697398,0.79508024,0,0,0,3.50911,0,0
41.708332,2000,0,91.24,0.000002697398,0.000002697398,0.000002697398,0.99999994,0,0,0,0,0,0,0,0,0,0,-1,false,false,false,0,0,1000,0.6186533,-0.000002697398,-0.000002697398,0.785664,0,0,0,3.68851,0,0
